address,ticketNumber,longitude,latitude
"2000 13th Ave E., Vancouver, BC, Canada",30,-123.0642257,49.2584267
"1100 Granville St., Vancouver, BC, Canada",161,-123.1246014,49.2778204
"1400 Beach Ave., Vancouver, BC, Canada",82,-123.1393589,49.28148840000001
"3100 Oak St., Vancouver, BC, Canada",45,-123.1270194,49.2578206
"700 28th Ave E., Vancouver, BC, Canada",45,-123.0902284,49.2455621
"1100 Mainland St, Vancouver, BC, Canada",1598,-123.1205451,49.2755027
"300 Robson St., Vancouver, BC, Canada",499,-123.1159258,49.2788392
"2000 Salsbury Dr., Vancouver, BC, Canada",1,-123.0673529,49.26988619999999
"2200 8th Ave E., Vancouver, BC, Canada",12,-123.0599573,49.2629741
"3300 Valley Dr., Vancouver, BC, Canada",1,-123.164086,49.2567963
"4200 Laurel St., Vancouver, BC, Canada",1,-123.1247338,49.24858330000001
"500 50th Ave W., Vancouver, BC, Canada",10,-123.0941155,49.2245593
"700 42nd Ave W., Vancouver, BC, Canada",11,-123.123546,49.2326861
"2200 Quebec St., Vancouver, BC, Canada",29,-123.102221,49.2661977
"5800 Fleming St., Vancouver, BC, Canada",2,-123.0726336,49.23177159999999
"1300 King Edward Ave. E., Vancouver, BC, Canada",4,-123.0774732,49.248548
